country,year,life,income,population,geo,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,"World bank, 4 income groups 2017","World bank, 3 income groups 2017",UNHCR
Afghanistan,1814,28.1,684,3280000.0000000005,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1815,28.1,684,3280000.0000000005,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1816,28,684,3280000.0000000005,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1817,28,684,3280000.0000000005,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1818,28,684,3280000.0000000005,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1819,28,684,3290000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1820,28,687,3300000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1821,28,689,3309999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1822,28,692,3320000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1823,28,694,3340000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1824,27.9,696,3349999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1825,27.9,698,3369999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1826,27.9,701,3380000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1827,27.9,703,3400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1828,27.9,705,3409999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1829,27.9,708,3429999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1830,27.9,710,3449999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1831,27.9,713,3460000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1832,27.9,715,3480000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1833,27.9,718,3490000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1834,27.9,720,3510000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1835,27.8,722,3520000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1836,27.8,725,3540000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1837,27.8,728,3550000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1838,27.8,730,3570000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1839,27.8,732,3590000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1840,27.8,735,3600000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1841,27.8,737,3620000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1842,27.8,740,3630000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1843,27.8,743,3650000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1844,27.8,745,3670000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1845,27.7,747,3680000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1846,27.7,751,3700000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1847,27.7,753,3720000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1848,27.7,755,3730000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1849,27.7,757,3750000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1850,27.7,761,3770000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1851,27.7,763,3790000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1852,27.7,765,3809999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1853,27.7,768,3829999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1854,27.6,771,3840000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1855,27.6,773,3860000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1856,27.6,775,3880000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1857,27.6,779,3900000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1858,27.6,781,3920000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1859,27.6,783,3940000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1860,27.6,787,3960000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1861,27.6,789,3980000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1862,27.6,791,4000000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1863,27.6,795,4019999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1864,27.5,797,4040000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1865,27.5,800,4059999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1866,27.5,803,4080000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1867,27.5,805,4099999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1868,27.5,808,4119999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1869,27.5,811,4139999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1870,27.7,814,4159999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1871,27.9,816,4179999.9999999995,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1872,28.1,820,4210000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1873,28.3,822,4230000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1874,28.5,825,4250000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1875,28.7,828,4270000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1876,28.9,831,4290000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1877,29.1,833,4310000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1878,29.3,837,4330000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1879,29.4,839,4350000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1880,29.6,852,4380000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1881,29.8,863,4400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1882,30,876,4420000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1883,30.2,887,4440000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1884,30.4,899,4460000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1885,30.6,910,4490000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1886,30.8,922,4510000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1887,31,933,4530000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1888,31.2,944,4550000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1889,31.4,955,4580000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1890,31.6,965,4600000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1891,31.8,976,4619999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1892,32,986,4649999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1893,32.2,997,4670000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1894,32.4,1010,4689999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1895,32.5,1020,4710000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1896,32.7,1030,4740000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1897,32.9,1040,4760000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1898,33.1,1040,4790000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1899,33.3,1050,4830000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1900,33.5,1060,4880000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1901,33.7,1070,4940000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1902,33.9,1080,5000000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1903,34.1,1090,5060000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1904,34.3,1100,5130000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1905,34.5,1100,5200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1906,34.7,1110,5260000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1907,34.9,1120,5330000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1908,35,1130,5470000.000000001,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1909,35.2,1130,5680000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1910,35.4,1140,5980000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1911,35.6,1150,6359999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1912,35.8,1150,6850000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1913,36,1160,7370000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1914,36.2,1170,7920000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1915,36.4,1180,8520000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1916,36.6,1180,9170000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1917,9.59,1190,9880000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1918,36.9,1200,10300000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1919,37.1,1200,10600000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1920,37.3,1210,10500000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1921,37.5,1220,10300000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1922,37.7,1230,9710000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1923,37.9,1240,9200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1924,38.1,1240,8719999.999999998,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1925,38.3,1250,8260000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1926,38.4,1260,7830000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1927,38.6,1270,7420000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1928,38.8,1270,7100000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1929,39,1280,6870000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1930,39.2,1290,6720000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1931,39.4,1290,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1932,39.6,1300,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1933,39.8,1300,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1934,39.9,1310,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1935,40.1,1310,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1936,40.3,1320,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1937,40.5,1320,6640000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1938,40.7,1320,6659999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1939,40.9,1330,6700000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1940,41,1330,6770000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1941,41.2,1330,6850000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1942,41.4,1340,6950000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1943,41.6,1340,7060000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1944,41.8,1340,7170000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1945,42,1340,7280000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1946,42.2,1340,7390000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1947,42.4,1340,7500000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1948,42.5,1340,7619999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1949,42.7,1340,7750000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1950,42.9,1360,7840000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1951,43.1,1380,7940000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1952,43.5,1440,8039999.999999999,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1953,43.3,1450,8150000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1954,43.9,1450,8270000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1955,44.1,1490,8400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1956,44.3,1460,8540000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1957,44.5,1510,8680000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1958,44.7,1520,8830000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1959,45,1540,9000000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1960,45.3,1520,9170000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1961,45.5,1510,9350000.000000002,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1962,45.7,1510,9540000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1963,45.9,1500,9739999.999999998,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1964,46.1,1500,9960000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1965,46.3,1480,10200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1966,46.5,1480,10400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1967,46.7,1500,10600000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1968,46.9,1490,10900000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1969,47.1,1480,11200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1970,47.3,1440,11500000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1971,47.3,1170,11800000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1972,47.3,1180,12100000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1973,47.4,1210,12400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1974,47.5,1250,12700000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1975,47.7,1290,12900000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1976,47.9,1190,13200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1977,46.4,1240,13300000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1978,44.7,1190,13400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1979,43.7,1190,13400000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1980,44.3,1330,13200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1981,44.1,1480,12900000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1982,42.3,1570,12500000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
Afghanistan,1983,39.9,1550,12200000,afg,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income,Low income,Asia and the Pacific
