CourseId,Review,Label,cld2,review_id
learning-how-to-learn,"I am not a native english speaker so please excuse the following.Every student should, at some early point of his cursus, learn this.It could avoid you some very frustrating failures along the way.At the very least, it will help you understand the setbacks as you come to face them.",4,en,69
clinical-trials,"Clear, precise and very interesting content. I am working with Clinical Trials for 18 month, this helped me to learn about the bigger picture.Suggestion to Course creators: A module focussed on what is a Clinical Trial before we start with module 1 would be extremely helpful.",4,en,70
python-databases,Awesome course! I've never enjoyed SQL before.,5,en,71
producing-music,I really enjoyed the content of this course. It has been very helpful in my development as a musical artist.,5,en,72
progfun2,Great course!,5,en,73
algorithmic-toolbox,A little light on the theory,3,en,74
influencing-people,"Very good! I have found clear and concise concepts, very valuable. Very useful for using in all kind of relationships.",5,en,75
modern-world,nice course to understand the history from a different view!,4,en,76
marketing-analytics,I really think this is the best Introduction for any beginner who needs to start learning about Digital Analytics. Thank you Prof Kevin for all the information and resources you provided us !,5,en,77
internet-of-things-communication,Great and Excellent thoughts and course material.,5,en,78
fundamentals-of-graphic-design,A well-organized course.,5,en,79
machine-learning,Excelent. Just the assignments are sometimes not so easy to understand.,4,en,80
data-science-course,Very helpful and interesting. Well paced.,5,en,81
b2b-marketing,Great teacher!,5,en,82
machine-learning,"Taking this class was quite a challenge as I took many different classes on different platforms in preparation for my going to grad school.Professor Ng's class is, pedagogically, a very masterfully planned class. His simple but meaningful way of teaching made digestion of new information easy. He also used media to aid in teaching in an expert way, like using different colors to help keep track of variables, and using clear and meaningful diagrams.And also, in behalf of the TAs and mentors, I'd like Professor Ng to know that they are a great asset. Without their help, most notably in the form of programming assignment tutorials and test cases, this class would have been much harder. Their step by step guidance to those of us unfamiliar with R or computer programming was essential, all while upholding the code of conduct. The TAs and professor Ng make a formidable team.",5,en,83
machine-learning,Very inspiring and introduces me into the world of ML. Thank you very much.,5,en,84
international-law-in-action-2,"Clear, succinct and easy to follow even for a beginner.",5,en,85
ml-foundations,"Machine Learning Foundations was an excellent overview of the many areas within machine learning and how these techniques can be applied to solving real world problems. Now, I look forward to continuing with the remaining courses of the Machine Learning Specialization.",4,en,86
neuroeconomics,Challenging course for economists,4,en,87
wind-energy,The course was very good and the concepts were explained well. But I felt the material could have been more in-depth on the subjects.,4,en,88
python-data,It was a great experience learn Python with Prof. Dr. Charles Severance. I enjoyed a lot and will continue studying this computer language.,5,en,89
holocaust-introduction-1,"Very interesting! With clear and dynamic language, allied to visual resources and relevant readings, we learn more about this tragic and important period of our History. Highly recommend!",5,en,90
machine-learning,This course gives you both theoretical as well as practical understanding on ML.,5,en,91
python-data-analysis,"It is a tough class for me, I read over three times, I feel good to pass the assignment.",5,en,92
doping,"The teacher seems to mainly read the slides and the tone is quite scholastic, not a lot or engagement. Indeed the course gives some info on the social background of doping, on how it is fought and it is adopted. Worth it if you have a strong interest in sports.",3,en,93
childnutrition,easy to understand,5,en,94
economic-policy,Easy and short. Good introduction into how government can influence real economy.,5,en,95
python-data-visualization,This was a good consolidation of the learning from the previous courses in the specialisation.,5,en,96
bayesian,Very good introduction to Bayesian Statistics. Very interactive with Labs in Rmarkdown. Definitely requires thinking and a good math/analytic background is helpful.,5,en,97
learning-how-to-learn,a wonderful experience to learn,5,en,98
forensic-accounting,I took this course to explore what Forensic Accounting and Fraud Examination entailed and if it would be something I would want to pursue in the future. The instructors were excellent and delivered a considerable amount of information that was clear and interesting.,5,en,99
chinese-politics-2,This course gives absolutely unique insight into the making of Chinese politics. This is a very comprehensive course with content that would be difficult to acquire through other channels. I strongly recommend this course for everyone who wants to start with Chinese politics.,5,en,100
what-is-social,The content was very shallow. Not lot of hands on,2,en,101
principles-of-macroeconomics,"Great, engaging course!",5,en,102
search-engine-optimization,I think it's a very useful course to those who have any kind of business (since not being online it's impossible in our days). it gives you a complete understanding of how you should promote and construct your website to conquer your targets.,5,en,103
what-is-social,Very insightful,5,en,104
problem-solving,It's a great course! Thanks a lot for that!,5,en,105
english-composition,very interesting course. The fundamental of english language. It was a pleasure for me to follow that class.Thank you!,5,en,106
machine-learning,This is the perfect course even for high school beginners like me. I find the career I want through this class.,5,en,107
learning-how-to-learn,This course is a great resource to anyone wanting to learn and either feeling like they can't or wanting to make more progress. Many thanks to the instructors and the others who have brought this to the public.,5,en,108
project-planning,Great course and I like the lecture videos as it helped to humanize some of the material and make it easy to grasp and remember. There was a lot of great information with links to outside and external information to further your learning experience.,5,en,109
java-for-android,I should say that this course is the best for beginner learner requirement,5,en,110
ingles-empresarial-gestion-liderazgo,I am in love with this course.,5,en,111
leading-organizations,Great course and great professor .. take it as you you will the results of what this course will teach you immediately :),5,en,112
hybrid-mobile-development,Both the specialization and the course are top quality. Professor Muppala is the best!,5,en,113
machine-learning,This is a well-structure course covering the basics on machine learning. What differentiates this course from others is the regularity and depth offered by the programming assignments. Thanks to the Standford Uni team that has put it together!,5,en,114
project-planning,it is best pathway to learn about how to deal with different projects .Every manager must do this for better result,5,en,115
python,It is very nice course!,5,en,116
robotics-flight,"This course had an excellent syllabus, but left much to be desired in the methodology adopted for teaching. There was very low involvement of the TA in the discussion forums and there should have been more material given to help bridge the gap between pre requisites and the course content.",4,en,117
negotiation-skills,Excellent course. It was presented with such clarity by Professor Siedel. His extensive knowledge on the subject matter just jumps out at you. I am happy I did it. Will keep many of the checklists discussed in my pocket for future reference.,5,en,118
edinburgh-music-theory,YOU TURN ME ON,3,en,119
python,I felt that this was a great way to get introduced to Python and programming in general.,5,en,120
analytics-mysql,"phenomenal ipython notebook exercises! really well thought out and coherent with the tableau course. goes much deeper than other online SQL courses, problem sets can be hard",5,en,121
programming-languages,Best starting class for study any programming language ever,5,en,122
epidemic-pandemic-outbreak,"Short, but pretty good; very clear and concise lessons, understandable for beginners or intermediate learners.",4,en,123
desarrollo-musicalidad,Great to learn the basics of music.,5,en,124
english-principles,Everything was well explained. It's very informative.,5,en,125
food-beverage-management,Highly recommended!,5,en,126
iot,Good course for me.,5,en,127
personal-branding,"Get to know this territory, it's a brave new world, even better when we know exactly what we make our Self. Create a brand that is true to you and live in a world that responds.",5,en,128
learning-how-to-learn,"Whenever stuck in learning, review this course!",5,en,129
web-frameworks,Good but the assignments are minor changes instead of full blown impls,4,en,130
modern-world,"Interesting course, well presented with just the right amount of charts and graphics, a talk and chalk approach. Some of the diagrams could have been higher resolution to enable better understanding on a first run through",4,en,131
machine-learning,Great content!Absolute MUST for every maker & startup & company that are willing to make something clever out of data-mining!,5,en,132
financial-engineering-1,"The course in general is fine. Although it is not an introductory level, and users should be aware of it. By the time you finish it, you will have an idea of how financial engineering works and will understand the math behind the scenes. The required level of mathematics is not very high, and high-school maths are enough to follow the formalism. Also, several assignments are done in Excel, so basic knowledge of its features will help.",4,en,133
ml-foundations,Good intro to topics in machine learning as well as to Graphlab Create and iPython Notebook.,4,en,134
competitive-strategy,Fantastic course and quite interesting material as well. I loved the pace and the approach where we looked at actual examples to study the content.,5,en,135
data-products,"This module is not the same level as the previous ones, giving a superficial view of several package but not on any deepens. The application development was the positive part of the module.",3,en,136
model-thinking,I have a Masters degree and until I took this MOOC I had somehow gotten used to the ridiculous notion that I had learned everything that I needed to know. I am pleasantly amazed at how much I still don't know and I am very excited to learn more. I have even started reading journal articles by Page and Zellner because I am very facinated by the models shown to me in this course.Thank you very much for making this material available.,5,en,137
executive-data-science-capstone,This was very well done- high quality and fun!,5,en,138
neural-networks,"This was a superb course. I completely enjoyed it. There were a few technical issues with the assignments. But other than that, it was a top notch course.",5,en,139
global-energy,Absolutely wonderful. I learned a huge amount and Giacomo was a very friendly and helpful teacher.,5,en,140
big-data-management,good cource,4,en,141
python-data,"I have one word : Fantastic...! The course structure is carefully designed. Assignments are not too much, not too less. The way they comprehend the lectures of all the previous weeks is amazing.I would definitely suggest the course to my peers.",5,en,142
the-beatles,Very informative. A lot of fun. Use vk.com to listen to the music if you take the course.,5,en,143
sheng-ming-an-quan-ji-jiu,a pity that it is not in English,5,en,144
machine-learning,Neural networks lectures need to be more decipherable.,4,en,145
strategic-management,"This course is so complete, i am very excited to keep going!",5,en,146
principles-of-macroeconomics,"I enjoyed a lot the course. Every Brazilian is a soccer coach and an economist, so I was very confortable with the topics and most of the content was more or less known, indeed.The best is that it does not seem to follow excessively on a ideological line. It seems to be open minded. I think it is great!Its excessive focus on industrialized countries is understandable. I think the last module about developing world seems too simplistic. I also think that opinions about american positions in the economic arena and happenings is somehow benevolent.I expected a more mathematical approach, but I see that it may not make sense since it is a introductiory course.I have not liked the exams, though, specially the final exam. They are much more about memorizing than deep understanding.",4,en,147
forensic-science,Very good course that provides a little more than only basics of forensic science at the same time giving overview of the major areas that this subject covers. Mr Roderick Bates explains everything very clearly implementing new ideas gradually. I loved plethora of examples and case studies. Assignments made learning enjoyable.,5,en,148
introclassicalmusic,I loved every minute of it. I cannot praise Professor Wright enough. Such an ear-opening and mind-opening course!,5,en,149
robotics-mobility,Not the best course of the serie. It is a pity because I had great expectation in this course.,2,en,150
international-criminal-law,"It was interesting. The professor was great. The Final was a little much, but fair. On balance - great course.",5,en,151
poetry-workshop,"I found this course helpful especially because I'm in the process of revising my manuscript. I found the lessons on revision strategies were great reminders to take the time with my work, have patience with myself, maintain objectivity with my own work just as much as with that of others, and remain receptive to feedback at every stage of my poetry writing journey.",5,en,152
tesol-writing,it is amazing course.,5,en,153
ruby-on-rails-intro,"very good tutorial , thank for share :)",5,en,154
machine-learning,Worth it!!,5,en,155
object-oriented-java,Excellent and practical course.,5,en,156
uva-darden-business-society,"A concise and inspiring course, urging to cast a critical eye on the prevailing ""business-is-all-about-shareholder-value"" mindset and to redirect it towards a sustainable, moral, stakeholder oriented approach",4,en,157
soulbeliefs,"I love this course, however, I really wish it would have covered other types of belief systems as well, such as the native american beliefs, ancient celtic, or ancient norse belief systems, which have some similarities to the old middle eastern religions, but also a lot of differences.",5,en,158
grammar-punctuation,The course helped me immensely to put my knowledge of punctuation and grammar into order. I hope it'll help me to be more confident when I start working on my own pieces of writing.,5,en,159
html-css-javascript,"These exercises are not difficult, even a little easy.",4,en,160
converter-circuits,This is a very useful course,5,en,161
work-smarter-not-harder,"very useful. all the information covered, are pretty much common sense, and yet people do not pay attention to all the little things discussed in this course. well... i had fun listening to the lectures, and will definitely apply the concepts to my daily routine. tnx",4,en,162
company-future-management,An excellent course with a lot of insights into the traditional as well as emergent models of management and how these two converge to a compromise. The instructor was excellent in communicating and explaining the ideas with lots of good examples.,5,en,163
corporate-finance-two,This is a great course and a great addition to Corporate Finance I! Thank you Heitor!,5,en,164
forensic-science,very interesting course,5,en,165
learning-how-to-learn,"This course was quite valuable for people of all ages. Really wish that there had been a module or requirement for me to hear this information before starting college, but still, years after graduate school, the concepts and tips presented are of value as we continue to learn in life.",5,en,166
marketing-analytics,Great course! Lays solid foundation for approaching Marketing Analytics. Those already into it might find the content elementary but it is very useful. Looking forward to completing the specialization!,5,en,167
machine-learning,Very good one. We were provided Matlab library which expedite learning and coding process.,5,en,168
uva-darden-running-design-sprints,"If the lecture may speak a little bit slowly than he has, it will be much better. The content is very useful. And the questions at end of each session are very helpful for me to recap the course.",5,en,169
competitive-strategy,Excellent course !!,5,en,170
html-css-javascript,Great work I must say. Very concise and straight to the point. Great job guys!,5,en,171
responsive-website-examples,thank you,5,en,172
html-css-javascript,very good course for front end!!!,5,en,173
cancer,"Wonderful course, lots of information. Dr. Pienta is an excellent teacher. Thanks also to his staff and lab assistants for helping to create such a well-designed program. I will definitely recommend this course to others!",5,en,174
how-things-work,Just Great!,5,en,175
python-network-data,I found the course most enjoyable and the material all meat and no fluff - it taught exactly what it set out to teach - impressed,5,en,176
competitive-strategy,I really enjoy learning from Professor Tobias Kretschmer. He has all these interesting props related to the examples that always grab my attention and make me laugh. This course is suitable not only for those who want to learn more about strategy but also for those who are beginners to the business world. I'll definitely start the advanced one soon!,5,en,177
creativity-innovation,"It is an amazing course which will truly boost your creativity, help you interact better and bring about change in society. The assignments in this course are also fun-filled! :)",5,en,178
ml-classification,"Great course , It gives the idea of how we should do classification from scratch as well as understanding the concept of how to handle large dataset during training. Boosting is one of the most important technique as what I have heard in machine learning and it's great to understand the concept of it.",5,en,179
mindfulness,It's a good start for beginners and seekers of the mindfulness.,5,en,180
how-to-write-a-resume,really helpful!,4,en,181
greening-the-economy,Very good introductory course. It gives a very good and comprehensive insight in the different aspects of a greener economy. This should be a standard course in lots of educational programs.,5,en,182
happiness,great course,4,en,183
machine-learning,Excellent course. Thanks Prof. Ng!,5,en,184
introduction-to-software-product-management,Very good course! :),4,en,185
grammar-punctuation,"It is very helpful.Something which I thought it was right turned out to be so wrong.Thanks to this course, my writing has improved a whole lot ^^",5,en,186
jews-in-china,Excellent class with good use of photographs and video. The professor was clear and interesting. Content was fascinating.,5,en,187
calculus1,"A total waste of time -- not challenging at all in any aspect. It was quite funny that many word problems were identical with only some parameters changing :) Buckeyes... please, try harder next time :)",1,en,188
food-and-health,learn a lot!! looking forward to some constructive life changes,5,en,189
childnutrition,Nicely done. Only thing is its very 'American'. A lot of the recipes and tips are too elementary. Would have loved some more ideas on what to cook/ how to cook etc.,5,en,190
python-databases,"I happily give 5 stars for this course. In a few words, I appreciated Dr. Chuck's style of teaching being emphatic when needed. The pace of the lessons was good and I could finish the course in a reasonable time, managing to acknowledge all the concepts. Thanks for the teaching, Coursera and UMich team!",5,en,191
uva-darden-project-management,I thought the instructor paced herself well and was very articulate. I would recommend this course.,5,en,192
jazz-improvisation,"Excellent introduction to Jazz Improvisation. I was amazed by how much I could progress in just 6 weeks... Great content, superbly delivered by Gary Burton.",5,en,193
html-css-javascript,"Helpfull course, tank you guys!",4,en,194
learning-how-to-learn,"Very useful course, it brings new informations about learning and I can guarantee you that it'll help you in others courses and much more. It has completely changed my journey through learning.",5,en,195
python,Quite awesome for beginners!,5,en,196
data-scientists-tools,The course is primarily aimed to get you primed and set-up for the other courses in the Data Science Specialization. This is a fairly lightweight course and can be completed pretty quickly.,5,en,197
learning-how-to-learn,Wonderful! Thank you very much!,5,en,198
dyslexia-difficulties,"This was one of my first online courses. I admit that I was little nervous at first when faced with Peer Reviews, Uploading documents, and facing deadlines, but I found it all to be quite beginner friendly! I was also happy to realize that many of the suggested methods of teaching were already being used by teachers in the school where I work. Second Semester begins on Tuesday, I am ready to 'hit the ground running'!",5,en,199
python-data,A good foundation for Python development.,5,en,200
learn-chinese,Perfect! It's better than my Chinese course.,5,en,201
learning-how-to-learn,SO HELPFUL!,5,en,202
negotiation-skills,Very useful. There are many interesting practical things in the course. Professor Seidel have very good diction. I'm satisfied ;),5,en,203
web-frameworks,great introduction,5,en,204
python,"I really like this course, it is great the form that Doctor Chuck gave the course.",5,en,205
fundamentals-of-graphic-design,"I Like this course! I have had some knowledge about colors and composition before, but this course helped me to organize them. Also, I got some new skills about typography.",5,en,206
careerdevelopment,"I did not know before that finding applying and interviewing is like a science thing that I have to study and educate myself for, I found that the course is very good and standardise the whole idea",4,en,207
html-css-javascript,"This course is one such model: in particular could not be better structured. David Rossiter is clear, synthetic, attractive .. All the ingredients to make you want to take the course until the last slide and the last word has been formulated.",5,en,208
machine-learning,I love this course. Now that completed it I am eager to learn more and to practice. Thank you Coursera and Andrew Ng in particular.,5,en,209
learning-how-to-learn,"Great Course!Very easy to understand and apply in daily basis.I would recomend that If you're starting to participate in MOOCs courses and specialization, consider to include at the very begining to take this Course.Barbara Oakley and her team did a good job preparing this amazing workshop.Regards,Carlos Galan",5,en,210
gamedesign,Very insightful course although the assignments were a bit redundant,4,en,211
r-programming,Too much stuff is taught without teachings the basics of the language,3,en,212
data-cleaning,"Great course, more difficult than previous two, but also more challenging and useful!",5,en,213
company-future-management,Great Learning!,5,en,214
java-programming,Great Course !!!,5,en,215
brand-management,better accent clean verbal this is how every course should be slow and steady,4,en,216
analytics-business-metrics,Found it boring and pretty irrelevant. I was hoping to lean more on metrics especially in the digital marketing section. Pretty let down and $79 waste,2,en,217
finance-for-non-finance-managers,I liked it,5,en,218
happiness,A very nice and fulfilling course! Highly recommend,5,en,219
managing-human-resources,Basis in Human Resource management,5,en,220
python,Ii was an amazing course.,5,en,221
human-computer-interaction,Great course!!!!!!!!!!!!!!!!!!!!!,5,en,222
r-programming,A very good introduction to R programming.,5,en,223
data-science-course,High level overview - not technical at all.,4,en,224
learning-how-to-learn,"Great, great course!",5,en,225
process-improvement,"An introductory course to Lean Six Sigma and DMAIC. Fairly well presented by Prof. Anand. A primer in basic statistics would be recommended before commencing with Module 3. To the creators: Some lessons were lengthy and I would suggest max video length to be 20 minutes each. All in all - a very interesting and relevant topic. I would recommend this as a ""start here"" to anyone who intends pursuing the more comprehensive and rigorous Yellow/Green/Black belt body of knowledge/certification.",4,en,226
python-data,Excellent Course,5,en,227
innovative-entrepreneur,"Brilliant course, a bit basic but it provides an easy to follow frame for the initial business builder. It creates a mind map that supports the mindset and behaviour built in the first course of the specialization! Thank you!",5,en,228
responsivedesign,"Very good structure, proper pace and informative. Examples are explained and discussed.",5,en,229
game-development,One of the best course i have taken and would recommend it to everyone who wish to start a carrier in Gaming.,5,en,230
iot-augmented-reality-technologies,I expected a little more from this.,3,en,231
machine-learning,The BEST Machine Learning course that I have taken so far.,5,en,232
history-of-rock,Great course. I love rock and now I understand better this wonderful kind of music.,5,en,233
ml-foundations,I enjoyed the course very much!! I think the instructors are great and the method used for teaching is engaging and challenging. Congrats.,5,en,234
autism-spectrum-disorder,very great and very informative. I've learned a lot from this course,5,en,235
memory-and-movies,"A course which is very informative and accessible to anyone. The use of movies to illustrate the content is a very intelligent idea, as such illustrations help to deepen what is said and at the same time makes the lesson much more memorable.",5,en,236
string-quartet,Great music but quizzes seem to come from footnotes to the lessons!,1,en,237
machine-learning,"Great course, perfect mix of theory and praxis.",5,en,238
machine-learning,Clear and Step by Step Instruction! Cant be more great!,5,en,239
fundamentals-of-graphic-design,Great introduction course. I wish there were links to relevant literature on the topics. Some exercise formulations are not instantly clear.,4,en,240
html-css-javascript,This course is really good. I enjoyed this course a lot.,5,en,241
firm-level-economics,I like this course,5,en,242
inferential-statistics,It's too diffult for some of the questions in the Quiz. Have no idea or support to solve them.,3,en,243
implant-dentistry,The best course form the best University,5,en,244
python-network-data,A great intro into the world of Python.It's great for everyone looking to do data analysis using python.,5,en,245
duke-programming-web,Week 4 was a big leap from week 3. Difficult with less time to complete the project. But course was good . I think course could be extended by adding 2 more weeks so that more practice sessions could be given to students.,4,en,246
learning-how-to-learn,Exceptional course for any moment in your life! Great explanations and even better techniques! Thank you for sharing!,5,en,247
negociacao,The best course,5,en,248
terrorism,"Really enjoyed the material. The videos were simple, especially for a beginner. This is the first course I completed online and the experience was really good. Prof. Bakker is an able instructor and the concepts were well explained. The tests were simple though. Most of them took only one or two attempts to pass. That counts as a positive by the way.",5,en,249
english-principles,I enjoyed it.,4,en,250
advanced-calculus,Really really thanks Mr. Fowler.,5,en,251
communication,"Great course! Great capacity for synthesis of complex subjects, and tests are very useful",5,en,252
food-and-health,very concise and informative class. And also the first and only class I actually completed since I started using online course ware like 3 years ago. Worth your time!,5,en,253
model-thinking,I found this to be extremely interesting. This is the course that you savour every second of. Both content and delivery are superlative. Highly recommended if you have any clue of what models are all about.,5,en,254
python-data-visualization,Could have been more hands on.,3,en,255
algorithms-divide-conquer,Excellent course! I would recommend it to everyone who wants to learn algorithms.,5,en,256
python,Awesome courseThanks for coursera,5,en,257
conflict-resolution-skills,This is a very useful and comprehensive course.,5,en,258
competitive-strategy,"Excellent lectures, well thought out. Exercises were too easy but a great intro course.",5,en,259
plato,"I LOVED THIS COURSE!I've always been interested in philosophy and took a few courses in college. That's was over 10 years and I needed a lot of review and refreshers.I am so glad I took this course. The reading material is easy to access and could be easily read on the monitor or by print.The videos were phenomenal. Well organized, the presentation of the videos were excellent and short. Most of the videos are about 7-10 minutes with the exception of the last unit. The instructor has a clear voice and she talks slowly, so it's a lot like being in a class. The videos are short so I was constantly motivated to get through one more video, but you will be doing a lot of pausing, thinking, reviewing and writing important information down. The info is given in bite sizes, so it is easy to absorb.Quizzes were a bit tough, so they require a review of the material before taking them. But overall, I learned so much, and filled in so many gaps that I had forgotten along the way. I would recommend this course to everyone.",5,en,260
childnutrition,"Incredibly informative, definitely appropriate for beginners, but also useful for advanced readers in the field of nutrition, cooking or healthy living in general. The explanations are beyond great, even for people whose native language isn't English. In general, very very interesting and helpful.",5,en,261
progfun1,Must taken course. Very well explained.,5,en,262
iot-augmented-reality-technologies,"Excellent , very well explained topics",5,en,263
calculus1,I absolutely love this course. The only thing that I would suggest is going into the trapezoid and Simpson's rule when evaluating areas under the curve.,4,en,264
uva-darden-market-analytics,Great time and learning's i had during this period,5,en,265
data-scientists-tools,This course provides very nice and useful tools for data analysis!,4,en,266
learn-chinese,"excellent, an actual chinese person was impressed with my ability to speak",5,en,267
raspberry-pi-platform,Content was far too basic in my opinion.,3,en,268
teaching-strategies,excellent course in terms of content and pace. nicely designed course that gives you a complete understanding of the subject.,4,en,269
